#Year  Day  mSec  Ne  n_mu  RA  DEC
2018.0 97.0 18722420.0 257000.0 14.0 307.52 39.32
2018.0 98.0 30251751.0 51500.0 5.2 302.61 40.6
2018.0 101.0 26473525.0 24500.0 3.4 304.51 41.83
2018.0 101.0 27522428.0 10500.0 0.0 312.09 40.43
2018.0 102.0 20440638.0 16500.0 0.0 308.27 41.11
2018.0 102.0 32274722.0 96700.0 3.4 305.69 44.22
2018.0 104.0 19783540.0 74900.0 3.2 307.31 45.17
2018.0 105.0 22734106.0 191000.0 11.6 311.64 39.0
2018.0 105.0 25778596.0 317000.0 26.3 309.18 39.36
2018.0 106.0 19937365.0 103000.0 5.7 303.37 43.1
2018.0 110.0 16436381.0 13000.0 1.2 306.78 39.03
2018.0 115.0 25661692.0 133000.0 7.4 308.86 38.34
2018.0 117.0 24552977.0 97900.0 3.8 313.02 41.06
2018.0 118.0 26827341.0 19800.0 0.0 306.53 39.91
2018.0 122.0 19068024.0 54300.0 28.2 304.24 44.67
2018.0 123.0 22824055.0 8980.0 1.8 310.86 39.58
2018.0 124.0 22493886.0 77400.0 6.5 305.72 41.93
2018.0 133.0 24113838.0 214000.0 13.1 307.54 41.48
2018.0 134.0 11803451.0 2820.0 31.0 310.2 44.27
2018.0 134.0 20632499.0 282000.0 13.2 310.48 41.16
2018.0 134.0 21757716.0 268000.0 8.9 303.23 44.22
2018.0 136.0 13338937.0 274000.0 8.0 311.82 44.31
2018.0 146.0 8983324.0 82900.0 2.5 304.67 44.7
2018.0 146.0 21994152.0 45300.0 2.0 303.93 42.76
2018.0 148.0 27787862.0 270000.0 49.6 310.83 40.3
2018.0 150.0 7675541.0 43500.0 3.2 310.96 41.16
2018.0 150.0 17094999.0 134000.0 7.0 313.22 42.55
2018.0 151.0 15300634.0 122000.0 7.7 307.81 43.91
2018.0 151.0 18834838.0 30100.0 3.0 313.0 41.95
2018.0 152.0 15536564.0 22500.0 6.5 310.47 38.74
2018.0 152.0 23584700.0 69900.0 36.6 313.06 42.14
2018.0 157.0 14551152.0 270000.0 5.5 302.96 44.62
2018.0 158.0 12264269.0 563000.0 36.2 308.8 38.2
2018.0 160.0 10555498.0 21500.0 3.6 312.07 41.68
2018.0 160.0 16664238.0 6510.0 1.8 304.09 44.17
2018.0 173.0 15197449.0 135000.0 7.1 310.24 42.5
2018.0 174.0 6285771.0 31200.0 5.8 305.53 43.49
2018.0 174.0 14019443.0 44900.0 5.8 309.99 38.25
2018.0 176.0 16081477.0 62300.0 6.9 305.16 44.35
2018.0 177.0 6381327.0 59100.0 0.0 311.01 41.09
2018.0 177.0 13497118.0 1620000.0 85.0 303.89 40.52
2018.0 178.0 13882170.0 31500.0 7.7 313.04 41.82
2018.0 178.0 20632517.0 9180.0 1.9 311.31 44.56
2018.0 179.0 8353988.0 49100.0 5.9 310.7 38.7
2018.0 179.0 8840721.0 89900.0 5.5 312.53 41.4
2018.0 179.0 18299544.0 89600.0 6.3 303.41 42.14
2018.0 180.0 6934452.0 606000.0 19.4 307.28 39.52
2018.0 180.0 13746172.0 21900.0 1.1 307.58 42.69
2018.0 182.0 2776147.0 91300.0 1.0 310.18 43.13
2018.0 183.0 3662648.0 8660.0 1.7 306.94 44.03
2018.0 184.0 6008313.0 57700.0 7.5 309.94 42.17
2018.0 209.0 83321830.0 77200.0 36.9 307.58 36.95
2018.0 210.0 7789209.0 2940.0 0.0 311.31 41.7
2018.0 214.0 1317280.0 7490.0 0.0 309.25 42.92
2018.0 220.0 77509940.0 93700.0 11.6 310.81 38.81
2018.0 220.0 79677554.0 2850.0 0.0 303.8 45.15
2018.0 220.0 81721425.0 27500.0 3.9 311.51 39.61
2018.0 222.0 1235706.0 146000.0 5.8 307.77 42.56
2018.0 223.0 8035803.0 64300.0 4.9 307.66 39.81
2018.0 225.0 7668033.0 29900.0 9.4 301.91 42.44
2018.0 228.0 841788.0 437000.0 20.2 310.18 44.04
2018.0 229.0 143032.0 71100.0 5.5 306.28 45.11
2018.0 229.0 9640904.0 10800.0 0.8 310.14 45.13
2018.0 229.0 78794093.0 61600.0 5.5 303.7 38.59
2018.0 231.0 77139822.0 118000.0 15.6 306.1 43.86
2018.0 232.0 76448113.0 364000.0 14.7 307.19 41.79
2018.0 236.0 75234408.0 26000.0 5.4 309.39 38.59
2018.0 237.0 1576316.0 9570.0 2.2 309.63 42.07
2018.0 237.0 79379917.0 39700.0 1.6 302.14 43.47
2018.0 241.0 76147972.0 12400.0 2.8 309.34 44.66
2018.0 241.0 83751363.0 36600.0 1.8 305.42 42.78
2018.0 244.0 71542069.0 24300.0 0.8 302.16 42.42
2018.0 244.0 84950134.0 48500.0 8.0 305.28 39.31
2018.0 247.0 81220181.0 27900.0 1.6 306.94 39.97
2018.0 248.0 485306.0 52400.0 53.4 309.93 38.59
2018.0 248.0 75713397.0 44000.0 12.3 307.11 41.03
2018.0 250.0 78284012.0 18300.0 6.8 306.37 44.62
2018.0 251.0 83702218.0 45700.0 6.1 310.49 41.86
2018.0 252.0 70750884.0 117000.0 13.6 304.81 41.97
2018.0 252.0 80559767.0 159000.0 2.1 302.24 38.88
2018.0 254.0 73998937.0 20900.0 4.6 308.27 43.64
2018.0 254.0 82341997.0 7590.0 3.5 312.95 40.49
2018.0 256.0 71716785.0 95400.0 2.0 312.14 39.32
2018.0 258.0 69157644.0 135000.0 6.3 311.78 42.73
2018.0 258.0 71866488.0 179000.0 10.1 304.54 38.21
2018.0 258.0 75863942.0 163000.0 11.0 302.32 39.23
2018.0 260.0 69553117.0 39700.0 0.0 303.13 43.9
2018.0 260.0 78517944.0 70000.0 6.0 301.1 42.53
2018.0 261.0 72748158.0 18000.0 3.1 305.05 42.95
2018.0 261.0 85627929.0 350000.0 23.4 307.49 41.25
2018.0 264.0 72529589.0 5620.0 1.0 308.85 39.76
2018.0 264.0 76295991.0 5010.0 0.0 302.23 39.3
2018.0 264.0 76957719.0 12700.0 3.1 306.36 39.21
2018.0 265.0 68192751.0 38100.0 75.1 312.88 40.83
2018.0 266.0 69540349.0 7510.0 1.5 301.77 41.07
2018.0 266.0 70173941.0 65200.0 10.6 303.97 38.37
2018.0 266.0 73827744.0 21700.0 3.2 310.43 44.89
2018.0 266.0 84179824.0 41900.0 5.9 310.02 43.0
2018.0 267.0 78385796.0 15600.0 5.2 308.49 36.9
2018.0 268.0 75886363.0 129000.0 4.8 312.64 40.44
2018.0 268.0 80077448.0 43200.0 2.5 306.75 43.7
2018.0 269.0 67867579.0 49400.0 10.5 306.5 39.84
2018.0 269.0 72908145.0 204000.0 43.2 308.28 44.93
2018.0 270.0 70368625.0 279000.0 21.4 302.79 41.27
2018.0 270.0 84156810.0 16200.0 9.3 305.12 43.73
2018.0 274.0 67240159.0 221000.0 12.1 310.2 38.49
2018.0 275.0 66695245.0 234000.0 10.1 308.78 38.28
2018.0 275.0 70529054.0 20800.0 0.0 305.31 41.53
2018.0 275.0 72459565.0 31700.0 2.2 306.07 42.14
2018.0 279.0 63431761.0 265000.0 14.4 302.53 39.88
2018.0 279.0 74933114.0 12300.0 4.9 304.19 39.5
2018.0 281.0 66127998.0 68000.0 8.8 306.64 36.86
2018.0 286.0 67033215.0 94500.0 7.9 309.71 39.79
2018.0 286.0 73555246.0 40500.0 15.1 308.97 40.95
2018.0 287.0 57302265.0 12900.0 7.9 306.33 44.11
2018.0 287.0 67938548.0 64100.0 19.9 311.14 39.82
2018.0 287.0 77466385.0 25600.0 5.5 306.36 41.78
2018.0 288.0 60396133.0 572000.0 27.3 304.54 45.59
2018.0 288.0 61430491.0 4920.0 2.4 305.5 40.82
2018.0 288.0 75113051.0 166000.0 12.0 311.23 41.02
2018.0 290.0 67545226.0 60300.0 8.9 308.01 39.33
2018.0 290.0 72996699.0 543000.0 13.3 309.64 43.36
2018.0 291.0 71528934.0 164000.0 0.5 311.17 40.35
2018.0 291.0 72655128.0 160000.0 8.6 305.66 37.29
2018.0 292.0 72093108.0 98900.0 7.5 304.02 45.22
2018.0 294.0 64846728.0 53800.0 4.6 304.09 41.22
2018.0 294.0 67534621.0 52700.0 5.5 311.85 40.7
2018.0 294.0 70295523.0 172000.0 9.9 303.52 38.27
2018.0 295.0 67374969.0 35600.0 4.5 306.45 44.27
2018.0 298.0 66222393.0 318000.0 13.5 304.98 39.91
2018.0 304.0 68418542.0 134000.0 1.8 302.27 41.57
2018.0 305.0 67076235.0 133000.0 3.7 306.93 37.34
2018.0 306.0 59044654.0 23000.0 6.4 310.67 41.23
2018.0 306.0 65516375.0 171000.0 7.4 312.4 38.92
2018.0 307.0 63225074.0 199000.0 8.1 302.47 38.84
2018.0 308.0 69540465.0 152000.0 12.9 308.7 39.54
2018.0 312.0 55575782.0 10800.0 0.0 307.24 43.58
2018.0 312.0 57038476.0 170000.0 10.2 303.5 40.14
2018.0 313.0 57358592.0 104000.0 0.0 306.47 45.65
2018.0 313.0 66683656.0 17800.0 4.6 312.11 42.18
2018.0 315.0 55933634.0 5700.0 3.9 307.82 38.79
2018.0 316.0 57873945.0 584000.0 22.3 308.85 37.88
2018.0 317.0 67338048.0 28200.0 6.8 305.49 43.54
2018.0 317.0 72305119.0 30300.0 10.5 309.29 44.96
2018.0 318.0 48634538.0 12300.0 10.4 304.74 39.73
2018.0 318.0 64080215.0 15800.0 0.8 308.63 44.86
2018.0 319.0 54121359.0 176000.0 8.8 306.6 43.33
2018.0 321.0 63825093.0 113000.0 8.7 305.78 38.78
2018.0 323.0 64514868.0 357000.0 14.2 309.16 42.28
2018.0 324.0 61340195.0 88900.0 9.0 305.42 38.39
2018.0 327.0 61582570.0 45400.0 4.8 312.99 41.3
2018.0 328.0 59828702.0 989000.0 20.6 305.13 44.68
2018.0 329.0 66002851.0 30400.0 5.6 305.29 41.05
2018.0 329.0 66126414.0 50900.0 1.9 307.97 39.24
2018.0 330.0 52282200.0 42100.0 2.8 307.61 38.75
2018.0 330.0 60509323.0 19000.0 4.0 303.63 41.38
2018.0 330.0 62858425.0 82800.0 1.1 308.85 37.77
2018.0 330.0 68504297.0 72600.0 6.7 307.28 45.32
2018.0 332.0 53647429.0 156000.0 20.2 304.66 39.71
2018.0 333.0 61473070.0 23000.0 1.1 311.95 38.45
2018.0 335.0 51448785.0 212000.0 3.0 303.37 38.51
2018.0 335.0 60621376.0 5640.0 0.0 303.9 41.37
2018.0 335.0 65900739.0 16100.0 8.0 307.1 37.98
2018.0 341.0 56278377.0 180000.0 8.2 307.77 43.63
2018.0 341.0 62240625.0 7820.0 0.0 301.04 42.01
2018.0 342.0 50113872.0 67300.0 9.4 307.04 43.8
2018.0 342.0 52490736.0 4820.0 1.1 309.91 38.88
2018.0 343.0 60011310.0 126000.0 2.7 304.85 39.65
2018.0 344.0 63035631.0 4940.0 3.6 302.26 39.24
2018.0 349.0 56223489.0 802000.0 33.7 310.53 39.35
2018.0 351.0 59267430.0 18300.0 5.2 304.92 38.82
2018.0 353.0 49649953.0 233000.0 13.3 304.1 44.62
2018.0 353.0 50302836.0 69100.0 18.2 311.75 44.52
2018.0 354.0 50630460.0 61100.0 2.0 306.39 39.97
2018.0 354.0 62323051.0 61400.0 4.0 310.59 38.82
2018.0 355.0 51487807.0 262000.0 3.8 310.3 43.41
2018.0 355.0 63793788.0 172000.0 16.9 305.23 40.71
2018.0 356.0 55769159.0 97800.0 7.1 302.5 42.99
2018.0 357.0 46405869.0 93700.0 12.6 311.3 42.03
2019.0 2.0 53893713.0 42900.0 0.7 303.77 42.72
2019.0 6.0 48301794.0 40200.0 4.7 310.47 42.8
2019.0 8.0 42565268.0 11800.0 4.1 301.8 41.23
2019.0 8.0 44939143.0 169000.0 5.7 313.03 40.68
2019.0 8.0 47935696.0 25500.0 1.1 306.18 36.77
2019.0 12.0 37106028.0 38600.0 3.0 304.55 40.07
2019.0 12.0 42353626.0 99500.0 10.4 308.13 45.1
2019.0 13.0 40974979.0 43600.0 0.0 305.92 38.82
2019.0 24.0 38269240.0 151000.0 7.6 308.44 40.19
2019.0 24.0 51896805.0 48000.0 1.1 302.96 39.85
2019.0 26.0 45110166.0 11800.0 0.8 311.53 42.95
2019.0 26.0 45626642.0 36600.0 0.7 309.01 40.29
2019.0 26.0 47175048.0 23000.0 4.7 310.32 44.56
2019.0 33.0 47123099.0 11000.0 4.8 310.16 38.8
2019.0 33.0 48658703.0 74500.0 9.7 302.95 42.07
2019.0 34.0 37038729.0 43700.0 0.0 307.48 45.66
2019.0 35.0 38316512.0 114000.0 15.8 304.63 43.79
2019.0 35.0 53825532.0 82500.0 14.0 311.46 38.25
2019.0 37.0 36128432.0 12400.0 7.5 304.26 43.8
2019.0 39.0 35618812.0 46400.0 22.5 310.83 38.06
2019.0 40.0 38418076.0 42200.0 17.8 305.0 42.18
2019.0 41.0 38845534.0 125000.0 2.3 306.64 41.06
2019.0 41.0 49137434.0 64600.0 11.8 308.43 38.24
2019.0 42.0 49422721.0 56900.0 7.2 309.64 40.22
2019.0 44.0 31841318.0 416000.0 43.1 304.26 41.42
2019.0 45.0 36262210.0 21900.0 4.9 308.08 39.74
2019.0 47.0 41012450.0 134000.0 10.3 303.62 39.71
2019.0 47.0 42944134.0 195000.0 9.4 313.02 42.57
2019.0 48.0 44345028.0 25300.0 7.0 303.2 42.98
2019.0 48.0 47186239.0 83000.0 9.2 305.11 44.05
2019.0 50.0 33976070.0 343000.0 17.5 311.23 42.84
2019.0 55.0 32116470.0 235000.0 26.3 310.08 39.79
2019.0 56.0 41226697.0 33600.0 4.1 307.24 41.72
2019.0 57.0 38139428.0 30600.0 16.8 308.27 41.74
2019.0 57.0 45960264.0 38100.0 3.9 307.71 43.18
2019.0 58.0 37532391.0 195000.0 6.6 302.69 40.63
2019.0 59.0 29380695.0 31900.0 3.7 307.59 42.46
2019.0 59.0 29835523.0 161000.0 9.0 303.52 42.95
2019.0 59.0 33924933.0 25700.0 2.9 303.0 43.76
2019.0 60.0 28081030.0 34500.0 8.2 307.65 43.48
2019.0 60.0 38905530.0 102000.0 0.8 310.39 41.67
2019.0 63.0 34909329.0 53500.0 9.7 311.82 42.0
2019.0 63.0 35548870.0 263000.0 18.2 304.57 38.5
2019.0 66.0 36092508.0 1100000.0 19.1 310.58 43.26
2019.0 66.0 47690815.0 31200.0 9.7 310.51 38.07
2019.0 68.0 42951411.0 31800.0 9.4 305.63 40.47
2019.0 72.0 46422006.0 86000.0 14.2 304.61 45.58
2019.0 73.0 30073251.0 59800.0 14.6 306.66 40.72
2019.0 78.0 29120478.0 80200.0 16.9 304.3 38.0
2019.0 78.0 29201738.0 47900.0 8.4 305.04 39.23
2019.0 78.0 32190430.0 26800.0 2.0 311.91 38.53
2019.0 81.0 28239544.0 56100.0 1.8 310.65 42.91
2019.0 83.0 23913208.0 81100.0 2.3 306.38 45.67
2019.0 83.0 31481466.0 44100.0 2.4 308.35 42.45
2019.0 83.0 31800111.0 290000.0 15.1 305.51 45.48
2019.0 87.0 19967531.0 46000.0 5.4 311.94 42.62
2019.0 87.0 30334571.0 104000.0 1.0 311.38 42.04
2019.0 87.0 30673332.0 139000.0 3.6 305.58 37.18
2019.0 90.0 25550697.0 22800.0 1.3 308.27 45.29
2019.0 91.0 23635089.0 68000.0 2.0 310.69 44.43
2019.0 91.0 27461210.0 822000.0 25.8 307.57 38.63
2019.0 91.0 28890804.0 9050.0 1.0 303.33 38.34
2019.0 91.0 41726740.0 45500.0 10.2 312.44 42.51
2019.0 94.0 24615568.0 17700.0 1.9 312.43 40.59
2019.0 95.0 23339693.0 619000.0 28.0 303.37 40.58
2019.0 99.0 22952892.0 32200.0 0.0 307.04 43.18
2019.0 99.0 26735507.0 142000.0 7.7 305.13 41.47
2019.0 103.0 34318354.0 17000.0 4.9 306.94 37.72
2019.0 105.0 19344142.0 59100.0 1.8 305.0 42.29
2019.0 107.0 17602783.0 94700.0 4.0 308.96 41.82
2019.0 110.0 35204010.0 3060.0 4.9 307.15 39.32
2019.0 112.0 24378537.0 22800.0 8.2 306.27 37.62
2019.0 114.0 22943727.0 344000.0 22.4 306.71 37.13
2019.0 117.0 17287523.0 11400.0 2.6 302.32 41.44
2019.0 117.0 22466460.0 68200.0 7.1 309.34 38.82
2019.0 118.0 35630274.0 20000.0 13.6 307.93 42.58
2019.0 119.0 24893884.0 96700.0 10.8 308.01 38.38
2019.0 120.0 16231780.0 135000.0 3.1 301.59 43.18
2019.0 120.0 23113051.0 11200.0 2.5 301.73 43.17
2019.0 120.0 30420267.0 23100.0 22.5 312.08 40.94
2019.0 120.0 30729363.0 15600.0 2.2 305.77 41.24
2019.0 121.0 20927626.0 60200.0 2.1 307.93 45.27
2019.0 125.0 11023253.0 271000.0 10.5 305.91 42.55
2019.0 126.0 12857983.0 173000.0 8.1 305.2 43.62
2019.0 126.0 18282995.0 812000.0 11.0 307.84 37.25
2019.0 126.0 20767041.0 284000.0 34.4 306.32 36.82
2019.0 127.0 18064252.0 22900.0 3.3 309.27 40.16
2019.0 128.0 21576252.0 96800.0 53.4 307.74 43.17
2019.0 128.0 23327127.0 295000.0 6.4 303.65 42.38
2019.0 129.0 24553065.0 33900.0 0.7 311.52 42.47
2019.0 129.0 28680152.0 127000.0 7.4 311.59 40.02
2019.0 131.0 24998242.0 265000.0 7.5 310.3 41.82
2019.0 132.0 9571741.0 31700.0 8.0 304.77 41.79
2019.0 132.0 11719466.0 200000.0 16.0 307.16 45.55
2019.0 132.0 17089349.0 104000.0 4.1 304.44 39.03
2019.0 135.0 18675045.0 73600.0 8.1 306.42 41.55
2019.0 136.0 16105615.0 2550.0 1.6 310.57 42.26
2019.0 137.0 19208393.0 17200.0 0.8 306.66 41.77
2019.0 137.0 24091487.0 168000.0 14.6 301.89 42.37
2019.0 138.0 18266530.0 190000.0 132.4 309.01 37.62
2019.0 139.0 5480689.0 27300.0 1.0 307.41 45.38
2019.0 139.0 15922452.0 45700.0 0.0 304.42 39.78
2019.0 139.0 18587327.0 36700.0 3.4 310.49 40.22
2019.0 139.0 19283229.0 192000.0 4.0 304.24 39.33
2019.0 139.0 26195828.0 63300.0 6.9 301.7 42.82
2019.0 150.0 22685351.0 186000.0 14.7 311.3 38.44
2019.0 151.0 7743012.0 55800.0 10.4 309.23 39.85
2019.0 153.0 11351992.0 70000.0 4.1 308.41 43.79
2019.0 153.0 22706208.0 114000.0 6.8 306.66 38.12
2019.0 153.0 24774268.0 95100.0 6.2 308.93 38.16
2019.0 164.0 15637295.0 57200.0 5.6 306.57 40.46
2019.0 169.0 14329342.0 26900.0 1.8 302.06 41.87
2019.0 178.0 5141104.0 17600.0 0.0 304.66 45.56
2019.0 179.0 6424742.0 146000.0 4.2 307.49 39.54
2019.0 180.0 8567111.0 526000.0 15.6 304.97 40.52
2019.0 181.0 5246989.0 175000.0 13.1 303.99 38.47
2019.0 182.0 6285157.0 94700.0 1.3 306.3 36.81
2019.0 182.0 84006179.0 233000.0 5.5 311.75 38.32
2019.0 183.0 85597277.0 17800.0 2.3 302.31 40.77
2019.0 184.0 17104363.0 61400.0 6.5 311.8 42.28
2019.0 185.0 4424736.0 511000.0 9.6 305.81 44.48
2019.0 186.0 4463060.0 50000.0 7.6 310.34 42.64
2019.0 187.0 1587232.0 247000.0 5.1 304.35 41.1
2019.0 189.0 82164865.0 55600.0 2.4 305.72 45.5
2019.0 190.0 5923589.0 113000.0 4.5 307.23 39.1
2019.0 190.0 16922266.0 84800.0 3.9 306.91 44.7
2019.0 191.0 6261486.0 19000.0 2.8 306.32 42.13
2019.0 191.0 7246821.0 37200.0 1.1 304.04 37.33
2019.0 191.0 12014977.0 82500.0 1.8 311.05 43.44
2019.0 191.0 84234244.0 14400.0 0.1 303.14 41.99
2019.0 191.0 85936091.0 147000.0 8.6 307.21 39.52
2019.0 218.0 2702140.0 12000.0 0.0 308.21 37.03
2019.0 218.0 3760603.0 64200.0 2.9 305.64 38.42
2019.0 219.0 81859268.0 419000.0 18.0 306.64 38.69
2019.0 220.0 953341.0 248000.0 5.4 303.64 44.56
2019.0 220.0 86365133.0 329000.0 11.4 310.61 43.33
2019.0 221.0 83179781.0 44700.0 2.7 307.9 45.2
2019.0 225.0 83237432.0 35400.0 7.4 311.36 41.92
2019.0 226.0 86128308.0 114000.0 20.1 305.58 44.87
2019.0 227.0 318684.0 79700.0 3.1 309.05 45.05
2019.0 228.0 80904992.0 15400.0 0.0 304.31 39.95
2019.0 228.0 84230977.0 273000.0 3.3 306.43 37.93
2019.0 229.0 80433224.0 131000.0 7.3 309.77 40.59
2019.0 230.0 82682862.0 93600.0 1.0 302.23 43.03
2019.0 231.0 79341156.0 29900.0 7.2 310.73 45.14
2019.0 232.0 82512422.0 36100.0 0.0 313.12 42.36
2019.0 233.0 359700.0 276000.0 17.4 305.92 45.66
2019.0 245.0 79844715.0 74100.0 4.3 308.32 42.35
2019.0 248.0 2608410.0 94900.0 7.3 304.98 41.68
2019.0 248.0 72930659.0 18600.0 4.0 303.59 39.44
2019.0 249.0 74229451.0 26600.0 0.0 306.68 43.47
2019.0 249.0 79380293.0 105000.0 6.3 312.07 43.51
2019.0 254.0 68660604.0 47900.0 12.6 305.85 45.35
2019.0 256.0 278537.0 907000.0 69.6 305.33 43.52
2019.0 257.0 84215683.0 79700.0 7.5 309.28 40.54
2019.0 258.0 80178587.0 98800.0 8.2 302.17 39.99
2019.0 261.0 81387765.0 3270.0 1.5 307.45 42.13
2019.0 262.0 66798430.0 78500.0 5.1 309.37 43.52
2019.0 265.0 65000176.0 60600.0 4.0 309.12 38.76
2019.0 265.0 68088397.0 5120.0 2.8 310.97 40.16
2019.0 265.0 68361468.0 103000.0 7.4 304.67 44.06
2019.0 265.0 80406429.0 17100.0 2.7 312.55 39.05
2019.0 269.0 67484547.0 7120.0 0.0 304.12 44.19
2019.0 269.0 70473061.0 53300.0 3.8 304.81 38.29
2019.0 269.0 80326117.0 71100.0 15.8 307.35 38.44
2019.0 271.0 67445644.0 19800.0 2.9 307.66 40.02
2019.0 271.0 69988048.0 212000.0 6.0 302.81 40.6
2019.0 271.0 82752078.0 5790.0 5.7 305.5 45.35
2019.0 274.0 77585342.0 148000.0 14.4 306.84 38.83
2019.0 275.0 69579029.0 94500.0 7.6 304.57 44.04
2019.0 275.0 74864648.0 14400.0 4.5 305.32 45.55
2019.0 278.0 67639117.0 30900.0 9.1 307.91 44.74
2019.0 279.0 69119570.0 85000.0 6.9 310.03 45.15
2019.0 280.0 67633353.0 44600.0 3.9 302.6 40.21
2019.0 280.0 68857603.0 55400.0 3.9 301.24 40.76
2019.0 280.0 78403540.0 52900.0 12.0 307.55 43.71
2019.0 285.0 68600050.0 58000.0 2.2 309.54 40.17
2019.0 287.0 69508031.0 2600000.0 89.3 303.76 44.67
2019.0 287.0 79932352.0 37900.0 13.4 309.05 43.32
2019.0 288.0 73097064.0 63300.0 0.0 308.2 36.85
2019.0 290.0 62969914.0 156000.0 8.2 305.01 45.37
2019.0 296.0 69616954.0 15300.0 0.8 310.72 44.18
2019.0 297.0 65875047.0 101000.0 6.1 302.73 40.76
2019.0 299.0 67862925.0 18200.0 4.3 305.61 40.43
2019.0 300.0 58162286.0 90900.0 2.0 306.92 42.47
2019.0 300.0 66493776.0 17500.0 1.8 307.36 45.15
2019.0 301.0 55145907.0 9260.0 4.4 310.32 43.08
2019.0 301.0 55736499.0 97300.0 6.5 304.68 39.64
2019.0 302.0 54773180.0 57800.0 6.1 307.62 41.43
2019.0 302.0 61713788.0 501000.0 12.0 303.57 41.29
2019.0 302.0 65353626.0 25100.0 6.9 312.65 42.13
2019.0 305.0 69389519.0 18200.0 8.4 310.09 43.29
2019.0 306.0 69060598.0 64400.0 3.0 311.46 41.31
2019.0 306.0 69563437.0 15300.0 6.4 307.68 36.7
2019.0 307.0 51885880.0 85100.0 4.4 304.88 39.51
2019.0 307.0 68599615.0 34100.0 4.4 309.57 39.21
2019.0 307.0 74464310.0 34100.0 7.5 308.98 40.16
2019.0 313.0 59917223.0 8070.0 6.2 313.22 42.41
2019.0 313.0 75328174.0 46900.0 3.8 307.49 41.07
2019.0 318.0 60122998.0 167000.0 3.7 301.33 41.72
2019.0 323.0 62990664.0 3490.0 2.2 302.97 43.95
2019.0 325.0 65199556.0 867000.0 40.7 309.21 37.48
2019.0 326.0 61328722.0 283000.0 10.2 307.4 38.44
2019.0 326.0 64971046.0 99700.0 5.0 308.5 43.06
2019.0 332.0 55858479.0 22700.0 1.6 308.23 38.58
2019.0 332.0 56175959.0 43000.0 6.7 311.63 39.56
2019.0 333.0 53620171.0 91300.0 12.7 308.19 45.25
2019.0 333.0 66465742.0 157000.0 12.7 307.61 45.7
2019.0 335.0 57628923.0 218000.0 30.2 310.72 42.22
2019.0 335.0 64272419.0 17000.0 2.9 303.33 44.71
2019.0 335.0 65525994.0 37000.0 7.0 305.82 41.67
2019.0 338.0 55607200.0 264000.0 12.8 304.09 38.48
2019.0 341.0 48102189.0 34800.0 5.1 312.58 40.76
2019.0 341.0 60756165.0 943000.0 51.7 310.7 41.35
2019.0 342.0 45707232.0 56400.0 12.6 309.72 42.02
2019.0 342.0 58579498.0 35000.0 6.3 306.08 42.58
2019.0 345.0 51890457.0 158000.0 11.5 311.6 40.67
2019.0 345.0 59963036.0 424000.0 26.1 306.52 44.48
2019.0 346.0 52501622.0 241000.0 2.6 304.62 40.06
2019.0 346.0 56643860.0 548000.0 11.1 311.08 42.63
2019.0 348.0 56078377.0 53200.0 9.9 304.44 42.09
2019.0 348.0 60831266.0 68300.0 5.6 301.94 39.06
2019.0 351.0 58946537.0 158000.0 12.7 303.23 42.6
2019.0 352.0 45315517.0 72800.0 3.6 309.0 41.09
2019.0 352.0 48246287.0 27300.0 3.7 304.19 37.29
2019.0 353.0 47143901.0 80100.0 2.5 307.37 38.32
2019.0 353.0 53356331.0 27000.0 4.0 307.35 42.26
2019.0 353.0 54280993.0 76800.0 7.9 309.51 40.18
2019.0 353.0 58186097.0 222000.0 22.9 307.27 42.64
2019.0 353.0 61857205.0 52400.0 6.2 308.14 45.33
2019.0 354.0 50851298.0 108000.0 4.3 309.02 41.61
2019.0 355.0 62089124.0 44400.0 2.9 303.29 42.82
2019.0 356.0 48313788.0 247000.0 6.5 307.13 37.93
2019.0 356.0 55587635.0 215000.0 0.0 309.02 43.6
2019.0 359.0 46940314.0 103000.0 7.2 308.18 45.79
2019.0 359.0 50836337.0 26400.0 1.8 307.78 42.94
2019.0 360.0 46909805.0 113000.0 11.8 302.29 39.66
2019.0 360.0 59229778.0 13500.0 0.0 309.66 44.38
2019.0 361.0 50703112.0 5110.0 0.7 306.55 40.68
2019.0 361.0 50886076.0 36200.0 8.5 303.29 43.62
2019.0 361.0 51212654.0 18500.0 2.9 307.93 37.59
2019.0 365.0 54676211.0 28700.0 5.9 303.57 41.8
2019.0 365.0 61492012.0 34200.0 8.0 312.85 40.62
2020.0 1.0 53300936.0 7080.0 0.8 309.07 39.96
2020.0 2.0 43116714.0 343000.0 17.7 311.21 42.93
2020.0 2.0 49633489.0 20200.0 2.0 311.84 40.04
2020.0 3.0 41910861.0 240000.0 11.2 307.69 45.93
2020.0 4.0 44938345.0 75900.0 0.7 308.82 44.98
2020.0 4.0 45449165.0 7140.0 0.7 305.84 41.31
2020.0 4.0 49528248.0 164000.0 17.6 309.19 43.59
2020.0 5.0 62026389.0 53000.0 22.6 310.08 44.14
2020.0 6.0 49661230.0 9110.0 0.0 307.39 41.17
2020.0 7.0 38021189.0 236000.0 21.6 305.75 41.03
2020.0 9.0 41679160.0 84600.0 8.1 308.69 42.21
2020.0 9.0 44846869.0 146000.0 32.0 309.39 37.76
2020.0 10.0 53429922.0 477000.0 29.3 309.2 42.18
2020.0 11.0 55286517.0 36300.0 4.0 309.06 40.75
